Specification of soil-vegetation components (links soter, terrain component, soil and vegetation properties)																													
For each block: first line Soil IDs, Second line Land use, third line fraction of SVCs in each terrain component																													
Subasin-ID[-],LU-ID[-],TC-ID[-],fraction_rocky[-],nbrSVC[-],Soil-ID(30 values)[-],Vegetation-ID (30 values)[-],fraction (30 values)[-]																													
156	5956	11298	0	17	0.01	0.07	0.02	0.06	0.02	0.01	0.2	0.04	0.01	0.08	0.03	0.1	0.11	0.09	0.07	0.05	0.02								
156	6256	11333	0	11	35	64	64	64	96	35	64	64	64	96	64														
156	6256	11333	0	11	7103	7103	7103	8001	8001	8500	8500	9103	9103	9103	16007														
156	6256	11333	0	11	0.01	0.02	0.31	0.13	0.01	0.01	0.01	0.01	0.43	0.01	0.06														
156	6256	11360	0	12	35	64	64	50	64	35	50	64	64	96	64	64													
156	6256	11360	0	12	7103	7103	7103	8001	8001	9103	9103	9103	9103	9103	9203	16007													
156	6256	11360	0	12	0.09	0.12	0.19	0.01	0.03	0.16	0.01	0.06	0.29	0.01	0.01	0.01													
157	3257	11394	0	2	35	109																							
157	3257	11394	0	2	9103	9103																							
157	3257	11394	0	2	0.05	0.95																							
157	3257	11416	0	13	39	35	96	96	109	39	35	96	96	109	35	96	109												
157	3257	11416	0	13	7103	7103	7103	7103	7103	9103	9103	9103	9103	9103	16007	16007	16007												
157	3257	11416	0	13	0.02	0.13	0.11	0.03	0.01	0.05	0.23	0.11	0.01	0.1	0.12	0.07	0.03												
157	6857	11452	0	5	35	35	96	96	35																				
157	6857	11452	0	5	7103	9103	9103	9103	16007																				
157	6857	11452	0	5	0.06	0.34	0.25	0.04	0.31																				
157	6857	11461	0	9	35	96	96	35	96	96	35	96	96																
157	6857	11461	0	9	7103	7103	7103	9103	9103	9103	16007	16007	16007																
157	6857	11461	0	9	0.01	0.18	0.19	0.08	0.17	0.01	0.03	0.15	0.16																
157	7157	11463	0	2	50	50																							
157	7157	11463	0	2	9203	16007																							
157	7157	11463	0	2	0.72	0.28																							
157	7157	11466	0	3	50	50	50																						
157	7157	11466	0	3	9203	9203	16007																						
157	7157	11466	0	3	0.15	0.84	0.02																						
157	13257	11434	0	11	50	96	96	35	50	96	96	50	50	96	96														
157	13257	11434	0	11	7103	7103	7103	9103	9103	9103	9103	9203	16007	16007	16007														
157	13257	11434	0	11	0.01	0.27	0.04	0.01	0.05	0.19	0.02	0.02	0.13	0.2	0.05														
157	13257	11446	0	10	50	96	96	50	96	50	96	50	96	96															
157	13257	11446	0	10	7103	7103	7103	9103	9103	9203	9203	16007	16007	16007															
157	13257	11446	0	10	0.28	0.06	0.03	0.13	0.07	0.11	0.01	0.15	0.11	0.05															
158	3858	11468	0	1	35																								
158	3858	11468	0	1	9103																								
158	3858	11468	0	1	1																								
158	3858	11478	0	5	35	11	35	96	35																				
158	3858	11478	0	5	7103	9103	9103	9103	9103																				
158	3858	11478	0	5	0.01	0.08	0.86	0.01	0.04																				
158	3858	11492	0	8	11	35	11	11	35	96	35	35																	
158	3858	11492	0	8	7103	7103	9103	9103	9103	9103	9103	9203																	
158	3858	11492	0	8	0.05	0.16	0.02	0.07	0.17	0.11	0.39	0.03																	
158	6858	11546	0	5	96	35	35	96	35																				
158	6858	11546	0	5	9103	9103	9203	9203	9203																				
158	6858	11546	0	5	0.05	0.71	0.04	0.08	0.11																				
158	7158	11551	0	5	11	11	35	11	11																				
158	7158	11551	0	5	9103	9103	9103	9203	9203																				
158	7158	11551	0	5	0.13	0.18	0.61	0.03	0.05																				
158	7158	11559	0	6	11	11	11	11	11	11																			
158	7158	11559	0	6	7103	9103	9103	9203	9203	16007																			
158	7158	11559	0	6	0.11	0.48	0.14	0.14	0.05	0.08																			
158	7158	11563	0	3	11	11	11																						
158	7158	11563	0	3	9103	9203	16007																						
158	7158	11563	0	3	0.51	0.21	0.28																						
158	13858	11502	0	6	96	35	11	35	96	35																			
158	13858	11502	0	6	9103	9103	9203	9203	9203	9203																			
158	13858	11502	0	6	0.14	0.72	0.06	0.02	0.03	0.03																			
158	13858	11510	0	7	96	35	11	35	96	35	11																		
158	13858	11510	0	7	9103	9103	9203	9203	9203	9203	16007																		
158	13858	11510	0	7	0.28	0.2	0.17	0.17	0.06	0.08	0.03																		
158	15058	11529	0	12	11	35	35	35	64	96	96	35	11	35	35	96													
158	15058	11529	0	12	7103	7103	7103	7103	7103	7103	9103	9103	9203	9203	9203	9203													
158	15058	11529	0	12	0.06	0.02	0.25	0.01	0.01	0.03	0.06	0.49	0.02	0.01	0.01	0.03													
158	15058	11538	0	2	96	35																							
158	15058	11538	0	2	9103	9103																							
158	15058	11538	0	2	0.01	0.99																							
158	15058	11540	0	2	35	35																							
158	15058	11540	0	2	9103	9203																							
158	15058	11540	0	2	0.79	0.21																							
159	3259	11570	0	5	35	50	96	50	96																				
159	3259	11570	0	5	9103	9103	9103	9203	9203																				
159	3259	11570	0	5	0.26	0.09	0.63	0.01	0.01																				
159	3859	11584	0	2	35	109																							
159	3859	11584	0	2	9103	9103																							
159	3859	11584	0	2	0.65	0.35																							
159	3859	11589	0	3	35	96	35																						
159	3859	11589	0	3	9103	9103	9103																						
159	3859	11589	0	3	0.92	0.03	0.04																						
159	3859	11594	0	4	35	96	96	35																					
159	3859	11594	0	4	9103	9103	9103	9103																					
159	3859	11594	0	4	0.31	0.03	0.05	0.61																					
159	7159	11637	0	6	50	50	50	50	50	50																			
159	7159	11637	0	6	7103	7103	9103	9103	9203	9203																			
159	7159	11637	0	6	0.03	0.39	0.01	0.12	0.12	0.33																			
159	7159	11644	0	4	50	50	50	50																					
159	7159	11644	0	4	7103	7103	9203	9203																					
159	7159	11644	0	4	0.27	0.09	0.46	0.19																					
159	13259	11576	0	6	35	50	96	35	50	96																			
159	13259	11576	0	6	9103	9103	9103	9103	9203	9203																			
159	13259	11576	0	6	0.1	0.27	0.34	0.07	0.21	0.01																			
159	13259	11582	0	5	50	96	35	50	96																				
159	13259	11582	0	5	9103	9103	9103	9203	9203																				
159	13259	11582	0	5	0.33	0.13	0.01	0.49	0.04																				
159	13859	11599	0	5	35	96	35	96	35																				
159	13859	11599	0	5	9103	9103	9103	9203	9203																				
159	13859	11599	0	5	0.01	0.13	0.72	0.05	0.09																				
159	13859	11603	0	4	96	35	96	35																					
159	13859	11603	0	4	9103	9103	9203	9203																					
159	13859	11603	0	4	0.17	0.18	0.61	0.04																					
159	15059	11614	0	6	35	50	35	35	50	35																			
159	15059	11614	0	6	7103	7103	7103	9103	9103	9103																			
159	15059	11614	0	6	0.28	0.12	0.16	0.17	0.07	0.22																			
159	15059	11623	0	8	35	50	50	35	35	50	35	50																	
159	15059	11623	0	8	7103	7103	7103	7103	9103	9103	9103	9203																	
159	15059	11623	0	8	0.06	0.02	0.13	0.32	0.02	0.1	0.32	0.04																	
159	15059	11631	0	6	35	50	50	35	50	50																			
159	15059	11631	0	6	7103	7103	7103	7103	9103	9203																			
159	15059	11631	0	6	0.03	0.04	0.23	0.18	0.18	0.35																			
160	3260	11654	0	3	35	35	35																						
160	3260	11654	0	3	7103	9103	16007																						
160	3260	11654	0	3	0.11	0.72	0.17																						
160	3260	11664	0	6	39	35	39	35	109	35																			
160	3260	11664	0	6	7103	7103	9103	9103	9103	16007																			
160	3260	11664	0	6	0.09	0.02	0.24	0.59	0.02	0.03																			
160	3860	11674	0	4	35	35	109	35																					
160	3860	11674	0	4	7103	9103	9103	16007																					
160	3860	11674	0	4	0.02	0.85	0.11	0.02																					
160	3860	11682	0	4	35	11	35	35																					
160	3860	11682	0	4	7103	9103	9103	16007																					
160	3860	11682	0	4	0.01	0.01	0.96	0.01																					
160	7160	11691	0	6	11	11	11	35	11	11																			
160	7160	11691	0	6	7203	9103	9103	9103	9203	9203																			
160	7160	11691	0	6	0.02	0.01	0.62	0.27	0.03	0.04																			
160	7160	11698	0	7	11	11	11	11	35	11	11																		
160	7160	11698	0	7	7203	7203	9103	9103	9103	9203	9203																		
160	7160	11698	0	7	0.01	0.08	0.07	0.06	0.03	0.6	0.15
