Specification of stage-area and stage-volume curves of the sub-basin’s reservoir																												
Subasin-ID, nbr. points, 1st row: elevation [m], 2nd row: reservoir area [1000m**2], 3rd row: reservoir volume [1000m**3]																												
156	27	87.5	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	106.71	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	143.5
156	27	0	10	20	60	150	250	400	620	880	1230	1730	2330	2980	3710	4390	4970	5370	5620	6135.2	10095.2	17005.2	31105.2	41535.2	65155.2	90335.2	144865.2	154655.2
156	27	0	9	21	59	162	359	673	1178	1931	2978	4444.3	6475	9123	12465	16522	21212	26397	30299	41500	111500	201500	321500	521500	751500	1141500	1601000	1676500
