date,volume
2001-10-01,1919000.0
2001-10-02,
2001-10-03,
2001-10-04,
2001-10-05,
2001-10-06,
2001-10-07,
2001-10-08,
2001-10-09,
2001-10-10,
2001-10-11,
2001-10-12,
2001-10-13,
2001-10-14,
2001-10-15,
2001-10-16,
2001-10-17,
2001-10-18,
2001-10-19,
2001-10-20,
2001-10-21,
2001-10-22,
2001-10-23,
2001-10-24,
2001-10-25,
2001-10-26,
2001-10-27,
2001-10-28,
2001-10-29,1556500.0
2001-10-30,
2001-10-31,
2001-11-01,1542000.0
2001-11-02,1542000.0
2001-11-03,1527500.0
2001-11-04,1513000.0
2001-11-05,1498500.0
2001-11-06,1484000.0
2001-11-07,1455000.0
2001-11-08,1440500.0
2001-11-09,1426000.0
2001-11-10,1411500.0
2001-11-11,1397000.0
2001-11-12,1382500.0
2001-11-13,1382500.0
2001-11-14,1368000.0
2001-11-15,1353500.0
2001-11-16,1353500.0
2001-11-17,1339000.0
2001-11-18,1339000.0
2001-11-19,1324500.0
2001-11-20,1310000.0
2001-11-21,1281000.0
2001-11-22,1266500.0
2001-11-23,1252000.0
2001-11-24,1237500.0
2001-11-25,1223000.0
2001-11-26,1223000.0
2001-11-27,1208500.0
2001-11-28,1194000.0
2001-11-29,1179500.0
2001-11-30,1165000.0
2001-12-01,1150500.0
2001-12-02,1150500.0
2001-12-03,1136000.0
2001-12-04,1121500.0
2001-12-05,1107000.0
2001-12-06,1092500.0
2001-12-07,1078000.0
2001-12-08,1063500.0
2001-12-09,1049000.0
2001-12-10,1034500.0
2001-12-11,1012400.0
2001-12-12,1004800.0
2001-12-13,997200.0
2001-12-14,989600.0
2001-12-15,982000.0
2001-12-16,966800.0
2001-12-17,959200.0
2001-12-18,951600.0
2001-12-19,944000.0
2001-12-20,936400.0
2001-12-21,928800.0
2001-12-22,928800.0
2001-12-23,921200.0
2001-12-24,921200.0
2001-12-25,913600.0
2001-12-26,913600.0
2001-12-27,906000.0
2001-12-28,906000.0
2001-12-29,898400.0
2001-12-30,890800.0
2001-12-31,
2002-01-01,883200.0
2002-01-02,875600.0
2002-01-03,868000.0
2002-01-04,868000.0
2002-01-05,860400.0
2002-01-06,852800.0
2002-01-07,906000.0
2002-01-08,906000.0
2002-01-09,1121500.0
2002-01-10,1252000.0
2002-01-11,1266500.0
2002-01-12,1295500.0
2002-01-13,1295500.0
2002-01-14,1281000.0
2002-01-15,1281000.0
2002-01-16,1266500.0
2002-01-17,1266500.0
2002-01-18,2107500.0
2002-01-19,2252500.0
2002-01-20,2296000.0
2002-01-21,2296000.0
2002-01-22,2325000.0
2002-01-23,2325000.0
2002-01-24,2310500.0
2002-01-25,2310500.0
2002-01-26,2325000.0
2002-01-27,2426500.0
2002-01-28,2441000.0
2002-01-29,2940000.0
2002-01-30,2987000.0
2002-01-31,2963500.0
2002-02-01,2963500.0
2002-02-02,2987000.0
2002-02-03,2987000.0
2002-02-04,3010500.0
2002-02-05,3010500.0
2002-02-06,2987000.0
2002-02-07,2987000.0
2002-02-08,2963500.0
2002-02-09,2963500.0
2002-02-10,2940000.0
2002-02-11,2940000.0
2002-02-12,2916500.0
2002-02-13,2893000.0
2002-02-14,2893000.0
2002-02-15,2916500.0
2002-02-16,2893000.0
2002-02-17,2893000.0
2002-02-18,2869500.0
2002-02-19,2846000.0
2002-02-20,2846000.0
2002-02-21,2822500.0
2002-02-22,2799000.0
2002-02-23,2775500.0
2002-02-24,2752000.0
2002-02-25,2752000.0
2002-02-26,2728500.0
2002-02-27,2705000.0
2002-02-28,2681500.0
2002-03-01,2681500.0
2002-03-02,2658000.0
2002-03-03,2658000.0
2002-03-04,2658000.0
2002-03-05,2681500.0
2002-03-06,2752000.0
2002-03-07,2799000.0
2002-03-08,2846000.0
2002-03-09,2846000.0
2002-03-10,2869500.0
2002-03-11,2963500.0
2002-03-12,2963500.0
2002-03-13,2940000.0
2002-03-14,2916500.0
2002-03-15,2893000.0
2002-03-16,2869500.0
2002-03-17,2869500.0
2002-03-18,2846000.0
2002-03-19,2893000.0
2002-03-20,2893000.0
2002-03-21,2869500.0
2002-03-22,2846000.0
2002-03-23,2846000.0
2002-03-24,2822500.0
2002-03-25,2799000.0
2002-03-26,2799000.0
2002-03-27,2799000.0
2002-03-28,2775500.0
2002-03-29,2775500.0
2002-03-30,2799000.0
2002-03-31,2799000.0
2002-04-01,2775500.0
2002-04-02,2775500.0
2002-04-03,2752000.0
2002-04-04,2775500.0
2002-04-05,2775500.0
2002-04-06,2775500.0
2002-04-07,2775500.0
2002-04-08,2799000.0
2002-04-09,2799000.0
2002-04-10,2799000.0
2002-04-11,2775500.0
2002-04-12,3527500.0
2002-04-13,3880000.0
2002-04-14,3903500.0
2002-04-15,3903500.0
2002-04-16,3880000.0
2002-04-17,3880000.0
2002-04-18,3856500.0
2002-04-19,3833000.0
2002-04-20,3833000.0
2002-04-21,3809500.0
2002-04-22,3833000.0
2002-04-23,3833000.0
2002-04-24,3833000.0
2002-04-25,3833000.0
2002-04-26,3833000.0
2002-04-27,3950500.0
2002-04-28,3974000.0
2002-04-29,3997500.0
2002-04-30,4467500.0
2002-05-01,4957600.0
2002-05-02,6712000.0
2002-05-03,7056000.0
