date,volume
2007-09-04,5959092.0
2007-09-05,5937556.0
2007-09-06,
2007-09-07,5916020.0
2007-09-08,5894484.0
2007-09-09,5872948.0
2007-09-10,5851412.0
2007-09-11,5829876.0
2007-09-12,5808340.0
2007-09-13,5786804.0
2007-09-14,5786804.0
2007-09-15,5786804.0
2007-09-16,5786804.0
2007-09-17,5786804.0
2007-09-18,5786804.0
2007-09-19,5786804.0
2007-09-20,5786804.0
2007-09-21,5786804.0
2007-09-22,5786804.0
2007-09-23,5786804.0
2007-09-24,5786804.0
2007-09-25,5765268.0
2007-09-26,5765268.0
2007-09-27,5765268.0
2007-09-28,5765268.0
2007-09-29,5700660.0
2007-09-30,5700660.0
2007-10-01,5722196.0
2007-10-02,5722196.0
2007-10-03,5722196.0
2007-10-04,5700660.0
2007-10-05,5700660.0
2007-10-06,5700660.0
2007-10-07,5700660.0
2007-10-08,5700660.0
2007-10-09,5700660.0
2007-10-10,5700660.0
2007-10-11,5700660.0
2007-10-12,5636052.0
2007-10-13,5571444.0
2007-10-14,5506836.0
2007-10-15,5442228.0
2007-10-16,5377620.0
2007-10-17,5334548.0
2007-10-18,5334548.0
2007-10-19,5356084.0
2007-10-20,5356084.0
2007-10-21,5334548.0
2007-10-22,5313012.0
2007-10-23,5313012.0
2007-10-24,5269940.0
2007-10-25,5291476.0
2007-10-26,5313012.0
2007-10-27,5334548.0
2007-10-28,5334548.0
2007-10-29,5356084.0
2007-10-30,5377620.0
2007-10-31,5399156.0
2007-11-01,5463764.0
2007-11-02,5442228.0
2007-11-03,5463764.0
2007-11-04,5420692.0
2007-11-05,5442228.0
2007-11-06,5399156.0
2007-11-07,5442228.0
2007-11-08,5463764.0
2007-11-09,5506836.0
2007-11-10,5571444.0
2007-11-11,5636052.0
2007-11-12,5614516.0
2007-11-13,5592980.0
2007-11-14,5549908.0
2007-11-15,5528372.0
2007-11-16,5549908.0
2007-11-17,5549908.0
2007-11-18,5528372.0
2007-11-19,5528372.0
2007-11-20,5549908.0
2007-11-21,5528372.0
2007-11-22,5506836.0
2007-11-23,5485300.0
2007-11-24,5506836.0
2007-11-25,5506836.0
2007-11-26,5528372.0
2007-11-27,5528372.0
2007-11-28,5549908.0
2007-11-29,5571444.0
2007-11-30,5592980.0
2007-12-01,5592980.0
2007-12-02,5614516.0
2007-12-03,5636052.0
2007-12-04,5636052.0
2007-12-05,5657588.0
2007-12-06,5657588.0
2007-12-07,5636052.0
2007-12-08,5636052.0
2007-12-09,5614516.0
2007-12-10,5614516.0
2007-12-11,5592980.0
2007-12-12,5571444.0
2007-12-13,5571444.0
2007-12-14,5549908.0
2007-12-15,5571444.0
2007-12-16,5571444.0
2007-12-17,5722196.0
2007-12-18,5722196.0
2007-12-19,5743732.0
2007-12-20,5722196.0
2007-12-21,5700660.0
2007-12-22,5722196.0
2007-12-23,5679124.0
2007-12-24,5679124.0
2007-12-25,5679124.0
2007-12-26,5700660.0
2007-12-27,5700660.0
2007-12-28,5722196.0
2007-12-29,5722196.0
2007-12-30,5700660.0
2007-12-31,5700660.0
2008-01-01,5700660.0
2008-01-02,5679124.0
2008-01-03,5700660.0
2008-01-04,5722196.0
2008-01-05,5722196.0
2008-01-06,5700660.0
2008-01-07,5700660.0
2008-01-08,5722196.0
2008-01-09,5722196.0
2008-01-10,5722196.0
2008-01-11,5700660.0
2008-01-12,5700660.0
2008-01-13,5700660.0
2008-01-14,5722196.0
2008-01-15,5722196.0
2008-01-16,5722196.0
2008-01-17,
2008-01-18,
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,
2008-01-23,
2008-01-24,
2008-01-25,
2008-01-26,
2008-01-27,
2008-01-28,
2008-01-29,
2008-01-30,
2008-01-31,
2008-02-01,
2008-02-02,
2008-02-03,
2008-02-04,
2008-02-05,
2008-02-06,
2008-02-07,
2008-02-08,
2008-02-09,
2008-02-10,
2008-02-11,
2008-02-12,
2008-02-13,
2008-02-14,
2008-02-15,
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,
2008-02-20,
2008-02-21,
2008-02-22,
2008-02-23,
2008-02-24,
2008-02-25,
2008-02-26,
2008-02-27,
2008-02-28,
2008-02-29,
2008-03-01,
2008-03-02,
2008-03-03,
2008-03-04,
2008-03-05,
2008-03-06,
2008-03-07,
2008-03-08,
2008-03-09,
2008-03-10,
2008-03-11,
2008-03-12,
2008-03-13,
2008-03-14,
2008-03-15,
2008-03-16,
2008-03-17,
2008-03-18,
2008-03-19,
2008-03-20,
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,
2008-03-25,
2008-03-26,
2008-03-27,
2008-03-28,
2008-03-29,
2008-03-30,
2008-03-31,
2008-04-01,6609826.027
2008-04-02,6634247.945
2008-04-03,6634247.945
2008-04-04,6658669.863
2008-04-05,6609826.027
2008-04-06,6683091.781
2008-04-07,6683091.781
2008-04-08,6707513.699
2008-04-09,6731935.616
2008-04-10,6634247.945
2008-04-11,6805201.37
2008-04-12,6854045.205
2008-04-13,6854045.205
2008-04-14,6854045.205
2008-04-15,6854045.205
2008-04-16,6927310.959
2008-04-17,6927310.959
2008-04-18,6854045.205
2008-04-19,6854045.205
2008-04-20,6927310.959
2008-04-21,6927310.959
2008-04-22,6927310.959
2008-04-23,6902889.041
2008-04-24,6927310.959
2008-04-25,6927310.959
2008-04-26,6927310.959
2008-04-27,6756357.534
2008-04-28,6609826.027
2008-04-29,6609826.027
2008-04-30,6756357.534
2008-05-01,6707513.699
2008-05-02,6707513.699
2008-05-03,6683091.781
2008-05-04,6683091.781
2008-05-05,6585404.11
2008-05-06,6658669.863
2008-05-07,6658669.863
2008-05-08,6634247.945
2008-05-09,6634247.945
2008-05-10,6609826.027
2008-05-11,6658669.863
2008-05-12,6634247.945
2008-05-13,6609826.027
2008-05-14,6683091.781
2008-05-15,6829623.288
2008-05-16,6780779.452
2008-05-17,6780779.452
2008-05-18,6780779.452
2008-05-19,6780779.452
2008-05-20,6780779.452
2008-05-21,6805201.37
2008-05-22,6731935.616
2008-05-23,6707513.699
2008-05-24,6707513.699
2008-05-25,6634247.945
2008-05-26,6609826.027
