Specification of vegetation parameters																			
Veg-ID, Stomata_Resistance[s/m],minsuction[hPa],maxsuction[hPa],    heigt X 4 [m],    root depth X 4 [m],    LAI [-],    albedo X 4[-}																			
7103	150	10000	30000	0.75	0.75	0.75	0.75	0.50	0.50	0.50	0.50	0.20	1.80	1.80	0.40	0.28	0.24	0.24	0.27
7153	175	10000	35000	1.00	1.00	1.00	1.00	0.50	0.50	0.50	0.50	0.15	1.90	1.90	0.30	0.28	0.25	0.25	0.27
7203	200	10000	40000	1.25	1.25	1.25	1.25	0.50	0.50	0.50	0.50	0.10	2.00	2.00	0.20	0.28	0.25	0.25	0.27
8001	100	10000	20000	0.10	0.20	0.50	0.10	0.50	0.50	0.50	0.50	0.10	3.00	3.00	0.10	0.28	0.25	0.25	0.28
8004	80	10000	20000	3.00	3.00	3.00	3.00	1.40	1.40	1.40	1.40	2.00	5.00	5.00	2.00	0.25	0.23	0.23	0.25
8500	200	10000	30000	0.75	0.75	0.75	0.75	0.50	0.50	0.50	0.50	0.10	2.00	2.00	0.20	0.28	0.25	0.25	0.27
9103	150	10000	30000	1.50	1.50	1.50	1.50	1.00	1.00	1.00	1.00	0.40	3.50	3.50	0.80	0.27	0.20	0.20	0.25
9203	200	10000	40000	2.50	2.50	2.50	2.50	1.00	1.00	1.00	1.00	0.10	4.00	4.00	0.80	0.28	0.22	0.22	0.25
16007	80	10000	20000	0.05	0.55	0.85	0.05	0.05	0.30	1.15	0.05	0.10	1.25	2.50	0.10	0.28	0.25	0.24	0.28
